"GAL3.allele"	"GAL80.allele"	"GAL4.allele"
"GAL3.11"	"GAL80.WT"	"GAL4.33"
"GAL3.11"	"GAL80.WT"	"GAL4.34"
"GAL3.11"	"GAL80.WT"	"GAL4.35"
"GAL3.11"	"GAL80.WT"	"GAL4.36"
"GAL3.11"	"GAL80.WT"	"GAL4.37"
"GAL3.11"	"GAL80.WT"	"GAL4.38"
"GAL3.11"	"GAL80.WT"	"GAL4.39"
"GAL3.11"	"GAL80.WT"	"GAL4.40"
"GAL3.11"	"GAL80.WT"	"GAL4.41"
"GAL3.11"	"GAL80.WT"	"GAL4.42"
"GAL3.11"	"GAL80.WT"	"GAL4.43"
"GAL3.11"	"GAL80.WT"	"GAL4.44"
"GAL3.11"	"GAL80.WT"	"GAL4.45"
"GAL3.11"	"GAL80.WT"	"GAL4.46"
"GAL3.11"	"GAL80.WT"	"GAL4.47"
"GAL3.11"	"GAL80.WT"	"GAL4.48"
"GAL3.12"	"GAL80.WT"	"GAL4.01"
"GAL3.12"	"GAL80.WT"	"GAL4.02"
"GAL3.12"	"GAL80.WT"	"GAL4.03"
"GAL3.12"	"GAL80.WT"	"GAL4.04"
"GAL3.12"	"GAL80.WT"	"GAL4.05"
"GAL3.12"	"GAL80.WT"	"GAL4.06"
"GAL3.12"	"GAL80.WT"	"GAL4.07"
"GAL3.12"	"GAL80.WT"	"GAL4.08"
"GAL3.12"	"GAL80.WT"	"GAL4.09"
"GAL3.12"	"GAL80.WT"	"GAL4.10"
"GAL3.12"	"GAL80.WT"	"GAL4.11"
"GAL3.12"	"GAL80.WT"	"GAL4.12"
"GAL3.12"	"GAL80.WT"	"GAL4.13"
"GAL3.12"	"GAL80.WT"	"GAL4.14"
"GAL3.12"	"GAL80.WT"	"GAL4.15"
"GAL3.12"	"GAL80.WT"	"GAL4.16"
"GAL3.12"	"GAL80.WT"	"GAL4.17"
"GAL3.12"	"GAL80.WT"	"GAL4.18"
"GAL3.12"	"GAL80.WT"	"GAL4.19"
"GAL3.12"	"GAL80.WT"	"GAL4.20"
"GAL3.12"	"GAL80.WT"	"GAL4.21"
"GAL3.12"	"GAL80.WT"	"GAL4.22"
"GAL3.12"	"GAL80.WT"	"GAL4.23"
"GAL3.12"	"GAL80.WT"	"GAL4.24"
"GAL3.12"	"GAL80.WT"	"GAL4.25"
"GAL3.12"	"GAL80.WT"	"GAL4.26"
"GAL3.12"	"GAL80.WT"	"GAL4.27"
"GAL3.12"	"GAL80.WT"	"GAL4.28"
"GAL3.12"	"GAL80.WT"	"GAL4.29"
"GAL3.12"	"GAL80.WT"	"GAL4.30"
"GAL3.12"	"GAL80.WT"	"GAL4.31"
"GAL3.12"	"GAL80.WT"	"GAL4.32"
"GAL3.12"	"GAL80.WT"	"GAL4.33"
"GAL3.12"	"GAL80.WT"	"GAL4.34"
"GAL3.12"	"GAL80.WT"	"GAL4.35"
"GAL3.12"	"GAL80.WT"	"GAL4.36"
"GAL3.12"	"GAL80.WT"	"GAL4.37"
"GAL3.12"	"GAL80.WT"	"GAL4.38"
"GAL3.12"	"GAL80.WT"	"GAL4.39"
"GAL3.12"	"GAL80.WT"	"GAL4.40"
"GAL3.12"	"GAL80.WT"	"GAL4.41"
"GAL3.12"	"GAL80.WT"	"GAL4.42"
"GAL3.12"	"GAL80.WT"	"GAL4.43"
"GAL3.12"	"GAL80.WT"	"GAL4.44"
"GAL3.12"	"GAL80.WT"	"GAL4.45"
"GAL3.12"	"GAL80.WT"	"GAL4.46"
"GAL3.12"	"GAL80.WT"	"GAL4.47"
"GAL3.12"	"GAL80.WT"	"GAL4.48"
"GAL3.13"	"GAL80.WT"	"GAL4.01"
"GAL3.13"	"GAL80.WT"	"GAL4.02"
"GAL3.13"	"GAL80.WT"	"GAL4.03"
"GAL3.13"	"GAL80.WT"	"GAL4.04"
"GAL3.13"	"GAL80.WT"	"GAL4.05"
"GAL3.13"	"GAL80.WT"	"GAL4.06"
"GAL3.13"	"GAL80.WT"	"GAL4.07"
"GAL3.13"	"GAL80.WT"	"GAL4.08"
"GAL3.13"	"GAL80.WT"	"GAL4.09"
"GAL3.13"	"GAL80.WT"	"GAL4.10"
"GAL3.13"	"GAL80.WT"	"GAL4.11"
"GAL3.13"	"GAL80.WT"	"GAL4.12"
"GAL3.13"	"GAL80.WT"	"GAL4.13"
"GAL3.13"	"GAL80.WT"	"GAL4.14"
"GAL3.13"	"GAL80.WT"	"GAL4.15"
"GAL3.13"	"GAL80.WT"	"GAL4.16"
"GAL3.13"	"GAL80.WT"	"GAL4.17"
"GAL3.13"	"GAL80.WT"	"GAL4.18"
"GAL3.13"	"GAL80.WT"	"GAL4.19"
"GAL3.13"	"GAL80.WT"	"GAL4.20"
"GAL3.13"	"GAL80.WT"	"GAL4.21"
"GAL3.13"	"GAL80.WT"	"GAL4.22"
"GAL3.13"	"GAL80.WT"	"GAL4.23"
"GAL3.13"	"GAL80.WT"	"GAL4.24"
"GAL3.13"	"GAL80.WT"	"GAL4.25"
"GAL3.13"	"GAL80.WT"	"GAL4.26"
"GAL3.13"	"GAL80.WT"	"GAL4.27"
"GAL3.13"	"GAL80.WT"	"GAL4.28"
"GAL3.13"	"GAL80.WT"	"GAL4.29"
"GAL3.13"	"GAL80.WT"	"GAL4.30"
"GAL3.13"	"GAL80.WT"	"GAL4.31"
"GAL3.13"	"GAL80.WT"	"GAL4.32"
"GAL3.13"	"GAL80.WT"	"GAL4.33"
"GAL3.13"	"GAL80.WT"	"GAL4.34"
"GAL3.13"	"GAL80.WT"	"GAL4.35"
"GAL3.13"	"GAL80.WT"	"GAL4.36"
"GAL3.13"	"GAL80.WT"	"GAL4.37"
"GAL3.13"	"GAL80.WT"	"GAL4.38"
"GAL3.13"	"GAL80.WT"	"GAL4.39"
"GAL3.13"	"GAL80.WT"	"GAL4.40"
"GAL3.13"	"GAL80.WT"	"GAL4.41"
"GAL3.13"	"GAL80.WT"	"GAL4.42"
"GAL3.13"	"GAL80.WT"	"GAL4.43"
"GAL3.13"	"GAL80.WT"	"GAL4.44"
"GAL3.13"	"GAL80.WT"	"GAL4.45"
"GAL3.13"	"GAL80.WT"	"GAL4.46"
"GAL3.13"	"GAL80.WT"	"GAL4.47"
"GAL3.13"	"GAL80.WT"	"GAL4.48"
"GAL3.14"	"GAL80.WT"	"GAL4.01"
"GAL3.14"	"GAL80.WT"	"GAL4.02"
"GAL3.14"	"GAL80.WT"	"GAL4.03"
"GAL3.14"	"GAL80.WT"	"GAL4.04"
"GAL3.14"	"GAL80.WT"	"GAL4.05"
"GAL3.14"	"GAL80.WT"	"GAL4.06"
"GAL3.14"	"GAL80.WT"	"GAL4.07"
"GAL3.14"	"GAL80.WT"	"GAL4.08"
"GAL3.14"	"GAL80.WT"	"GAL4.09"
"GAL3.14"	"GAL80.WT"	"GAL4.10"
"GAL3.14"	"GAL80.WT"	"GAL4.11"
"GAL3.14"	"GAL80.WT"	"GAL4.12"
"GAL3.14"	"GAL80.WT"	"GAL4.13"
"GAL3.14"	"GAL80.WT"	"GAL4.14"
"GAL3.14"	"GAL80.WT"	"GAL4.15"
"GAL3.14"	"GAL80.WT"	"GAL4.16"
"GAL3.14"	"GAL80.WT"	"GAL4.17"
"GAL3.14"	"GAL80.WT"	"GAL4.18"
"GAL3.14"	"GAL80.WT"	"GAL4.19"
"GAL3.14"	"GAL80.WT"	"GAL4.20"
"GAL3.14"	"GAL80.WT"	"GAL4.21"
"GAL3.14"	"GAL80.WT"	"GAL4.22"
"GAL3.14"	"GAL80.WT"	"GAL4.23"
"GAL3.14"	"GAL80.WT"	"GAL4.24"
"GAL3.14"	"GAL80.WT"	"GAL4.25"
"GAL3.14"	"GAL80.WT"	"GAL4.26"
"GAL3.14"	"GAL80.WT"	"GAL4.27"
"GAL3.14"	"GAL80.WT"	"GAL4.28"
"GAL3.14"	"GAL80.WT"	"GAL4.29"
"GAL3.14"	"GAL80.WT"	"GAL4.30"
"GAL3.14"	"GAL80.WT"	"GAL4.31"
"GAL3.14"	"GAL80.WT"	"GAL4.32"
"GAL3.14"	"GAL80.WT"	"GAL4.33"
"GAL3.14"	"GAL80.WT"	"GAL4.34"
"GAL3.14"	"GAL80.WT"	"GAL4.35"
"GAL3.14"	"GAL80.WT"	"GAL4.36"
"GAL3.14"	"GAL80.WT"	"GAL4.37"
"GAL3.14"	"GAL80.WT"	"GAL4.38"
"GAL3.14"	"GAL80.WT"	"GAL4.39"
"GAL3.14"	"GAL80.WT"	"GAL4.40"
"GAL3.14"	"GAL80.WT"	"GAL4.41"
"GAL3.14"	"GAL80.WT"	"GAL4.42"
"GAL3.14"	"GAL80.WT"	"GAL4.43"
"GAL3.14"	"GAL80.WT"	"GAL4.44"
"GAL3.14"	"GAL80.WT"	"GAL4.45"
"GAL3.14"	"GAL80.WT"	"GAL4.46"
"GAL3.14"	"GAL80.WT"	"GAL4.47"
"GAL3.14"	"GAL80.WT"	"GAL4.48"
"GAL3.15"	"GAL80.WT"	"GAL4.01"
"GAL3.15"	"GAL80.WT"	"GAL4.02"
"GAL3.15"	"GAL80.WT"	"GAL4.03"
"GAL3.15"	"GAL80.WT"	"GAL4.04"
"GAL3.15"	"GAL80.WT"	"GAL4.05"
"GAL3.15"	"GAL80.WT"	"GAL4.06"
"GAL3.15"	"GAL80.WT"	"GAL4.07"
"GAL3.15"	"GAL80.WT"	"GAL4.08"
"GAL3.15"	"GAL80.WT"	"GAL4.09"
"GAL3.15"	"GAL80.WT"	"GAL4.10"
"GAL3.15"	"GAL80.WT"	"GAL4.11"
"GAL3.15"	"GAL80.WT"	"GAL4.12"
"GAL3.15"	"GAL80.WT"	"GAL4.13"
"GAL3.15"	"GAL80.WT"	"GAL4.14"
"GAL3.15"	"GAL80.WT"	"GAL4.15"
"GAL3.15"	"GAL80.WT"	"GAL4.16"
"GAL3.15"	"GAL80.WT"	"GAL4.17"
"GAL3.15"	"GAL80.WT"	"GAL4.18"
"GAL3.15"	"GAL80.WT"	"GAL4.19"
"GAL3.15"	"GAL80.WT"	"GAL4.20"
"GAL3.15"	"GAL80.WT"	"GAL4.21"
"GAL3.15"	"GAL80.WT"	"GAL4.22"
"GAL3.15"	"GAL80.WT"	"GAL4.23"
"GAL3.15"	"GAL80.WT"	"GAL4.24"
"GAL3.15"	"GAL80.WT"	"GAL4.25"
"GAL3.15"	"GAL80.WT"	"GAL4.26"
"GAL3.15"	"GAL80.WT"	"GAL4.27"
"GAL3.15"	"GAL80.WT"	"GAL4.28"
"GAL3.15"	"GAL80.WT"	"GAL4.29"
"GAL3.15"	"GAL80.WT"	"GAL4.30"
"GAL3.15"	"GAL80.WT"	"GAL4.31"
"GAL3.15"	"GAL80.WT"	"GAL4.32"
"GAL3.15"	"GAL80.WT"	"GAL4.33"
"GAL3.15"	"GAL80.WT"	"GAL4.34"
"GAL3.15"	"GAL80.WT"	"GAL4.35"
"GAL3.15"	"GAL80.WT"	"GAL4.36"
"GAL3.15"	"GAL80.WT"	"GAL4.37"
"GAL3.15"	"GAL80.WT"	"GAL4.38"
"GAL3.15"	"GAL80.WT"	"GAL4.39"
"GAL3.15"	"GAL80.WT"	"GAL4.40"
"GAL3.15"	"GAL80.WT"	"GAL4.41"
"GAL3.15"	"GAL80.WT"	"GAL4.42"
"GAL3.15"	"GAL80.WT"	"GAL4.43"
"GAL3.15"	"GAL80.WT"	"GAL4.44"
"GAL3.15"	"GAL80.WT"	"GAL4.45"
"GAL3.15"	"GAL80.WT"	"GAL4.46"
"GAL3.15"	"GAL80.WT"	"GAL4.47"
"GAL3.15"	"GAL80.WT"	"GAL4.48"
"GAL3.16"	"GAL80.WT"	"GAL4.01"
"GAL3.16"	"GAL80.WT"	"GAL4.02"
"GAL3.16"	"GAL80.WT"	"GAL4.03"
"GAL3.16"	"GAL80.WT"	"GAL4.04"
"GAL3.16"	"GAL80.WT"	"GAL4.05"
"GAL3.16"	"GAL80.WT"	"GAL4.06"
"GAL3.16"	"GAL80.WT"	"GAL4.07"
"GAL3.16"	"GAL80.WT"	"GAL4.08"
"GAL3.16"	"GAL80.WT"	"GAL4.09"
"GAL3.16"	"GAL80.WT"	"GAL4.10"
"GAL3.16"	"GAL80.WT"	"GAL4.11"
"GAL3.16"	"GAL80.WT"	"GAL4.12"
"GAL3.16"	"GAL80.WT"	"GAL4.13"
"GAL3.16"	"GAL80.WT"	"GAL4.14"
"GAL3.16"	"GAL80.WT"	"GAL4.15"
"GAL3.16"	"GAL80.WT"	"GAL4.16"
"GAL3.16"	"GAL80.WT"	"GAL4.17"
"GAL3.16"	"GAL80.WT"	"GAL4.18"
"GAL3.16"	"GAL80.WT"	"GAL4.19"
"GAL3.16"	"GAL80.WT"	"GAL4.20"
"GAL3.16"	"GAL80.WT"	"GAL4.21"
"GAL3.16"	"GAL80.WT"	"GAL4.22"
"GAL3.16"	"GAL80.WT"	"GAL4.23"
"GAL3.16"	"GAL80.WT"	"GAL4.24"
"GAL3.16"	"GAL80.WT"	"GAL4.25"
"GAL3.16"	"GAL80.WT"	"GAL4.26"
"GAL3.16"	"GAL80.WT"	"GAL4.27"
"GAL3.16"	"GAL80.WT"	"GAL4.28"
"GAL3.16"	"GAL80.WT"	"GAL4.29"
"GAL3.16"	"GAL80.WT"	"GAL4.30"
"GAL3.16"	"GAL80.WT"	"GAL4.31"
"GAL3.16"	"GAL80.WT"	"GAL4.32"
"GAL3.16"	"GAL80.WT"	"GAL4.33"
"GAL3.16"	"GAL80.WT"	"GAL4.34"
"GAL3.16"	"GAL80.WT"	"GAL4.35"
"GAL3.16"	"GAL80.WT"	"GAL4.36"
"GAL3.16"	"GAL80.WT"	"GAL4.37"
"GAL3.16"	"GAL80.WT"	"GAL4.38"
"GAL3.16"	"GAL80.WT"	"GAL4.39"
"GAL3.16"	"GAL80.WT"	"GAL4.40"
"GAL3.16"	"GAL80.WT"	"GAL4.41"
"GAL3.16"	"GAL80.WT"	"GAL4.42"
"GAL3.16"	"GAL80.WT"	"GAL4.43"
"GAL3.16"	"GAL80.WT"	"GAL4.44"
"GAL3.16"	"GAL80.WT"	"GAL4.45"
"GAL3.16"	"GAL80.WT"	"GAL4.46"
"GAL3.16"	"GAL80.WT"	"GAL4.47"
"GAL3.16"	"GAL80.WT"	"GAL4.48"
"GAL3.17"	"GAL80.WT"	"GAL4.01"
"GAL3.17"	"GAL80.WT"	"GAL4.02"
"GAL3.17"	"GAL80.WT"	"GAL4.03"
"GAL3.17"	"GAL80.WT"	"GAL4.04"
"GAL3.17"	"GAL80.WT"	"GAL4.05"
"GAL3.17"	"GAL80.WT"	"GAL4.06"
"GAL3.17"	"GAL80.WT"	"GAL4.07"
"GAL3.17"	"GAL80.WT"	"GAL4.08"
"GAL3.17"	"GAL80.WT"	"GAL4.09"
"GAL3.17"	"GAL80.WT"	"GAL4.10"
"GAL3.17"	"GAL80.WT"	"GAL4.11"
"GAL3.17"	"GAL80.WT"	"GAL4.12"
"GAL3.17"	"GAL80.WT"	"GAL4.13"
"GAL3.17"	"GAL80.WT"	"GAL4.14"
"GAL3.17"	"GAL80.WT"	"GAL4.15"
"GAL3.17"	"GAL80.WT"	"GAL4.16"
"GAL3.17"	"GAL80.WT"	"GAL4.17"
"GAL3.17"	"GAL80.WT"	"GAL4.18"
"GAL3.17"	"GAL80.WT"	"GAL4.19"
"GAL3.17"	"GAL80.WT"	"GAL4.20"
"GAL3.17"	"GAL80.WT"	"GAL4.21"
"GAL3.17"	"GAL80.WT"	"GAL4.22"
"GAL3.17"	"GAL80.WT"	"GAL4.23"
"GAL3.17"	"GAL80.WT"	"GAL4.24"
"GAL3.17"	"GAL80.WT"	"GAL4.25"
"GAL3.17"	"GAL80.WT"	"GAL4.26"
"GAL3.17"	"GAL80.WT"	"GAL4.27"
"GAL3.17"	"GAL80.WT"	"GAL4.28"
"GAL3.17"	"GAL80.WT"	"GAL4.29"
"GAL3.17"	"GAL80.WT"	"GAL4.30"
"GAL3.17"	"GAL80.WT"	"GAL4.31"
"GAL3.17"	"GAL80.WT"	"GAL4.32"
"GAL3.17"	"GAL80.WT"	"GAL4.33"
"GAL3.17"	"GAL80.WT"	"GAL4.34"
"GAL3.17"	"GAL80.WT"	"GAL4.35"
"GAL3.17"	"GAL80.WT"	"GAL4.36"
"GAL3.17"	"GAL80.WT"	"GAL4.37"
"GAL3.17"	"GAL80.WT"	"GAL4.38"
"GAL3.17"	"GAL80.WT"	"GAL4.39"
"GAL3.17"	"GAL80.WT"	"GAL4.40"
"GAL3.17"	"GAL80.WT"	"GAL4.41"
"GAL3.17"	"GAL80.WT"	"GAL4.42"
"GAL3.17"	"GAL80.WT"	"GAL4.43"
"GAL3.17"	"GAL80.WT"	"GAL4.44"
"GAL3.17"	"GAL80.WT"	"GAL4.45"
"GAL3.17"	"GAL80.WT"	"GAL4.46"
"GAL3.17"	"GAL80.WT"	"GAL4.47"
"GAL3.17"	"GAL80.WT"	"GAL4.48"
"GAL3.18"	"GAL80.WT"	"GAL4.01"
"GAL3.18"	"GAL80.WT"	"GAL4.02"
"GAL3.18"	"GAL80.WT"	"GAL4.03"
"GAL3.18"	"GAL80.WT"	"GAL4.04"
"GAL3.18"	"GAL80.WT"	"GAL4.05"
"GAL3.18"	"GAL80.WT"	"GAL4.06"
"GAL3.18"	"GAL80.WT"	"GAL4.07"
"GAL3.18"	"GAL80.WT"	"GAL4.08"
"GAL3.18"	"GAL80.WT"	"GAL4.09"
"GAL3.18"	"GAL80.WT"	"GAL4.10"
"GAL3.18"	"GAL80.WT"	"GAL4.11"
"GAL3.18"	"GAL80.WT"	"GAL4.12"
"GAL3.18"	"GAL80.WT"	"GAL4.13"
"GAL3.18"	"GAL80.WT"	"GAL4.14"
"GAL3.18"	"GAL80.WT"	"GAL4.15"
"GAL3.18"	"GAL80.WT"	"GAL4.16"
"GAL3.18"	"GAL80.WT"	"GAL4.17"
"GAL3.18"	"GAL80.WT"	"GAL4.18"
"GAL3.18"	"GAL80.WT"	"GAL4.19"
"GAL3.18"	"GAL80.WT"	"GAL4.20"
"GAL3.18"	"GAL80.WT"	"GAL4.21"
"GAL3.18"	"GAL80.WT"	"GAL4.22"
"GAL3.18"	"GAL80.WT"	"GAL4.23"
"GAL3.18"	"GAL80.WT"	"GAL4.24"
"GAL3.18"	"GAL80.WT"	"GAL4.25"
"GAL3.18"	"GAL80.WT"	"GAL4.26"
"GAL3.18"	"GAL80.WT"	"GAL4.27"
"GAL3.18"	"GAL80.WT"	"GAL4.28"
"GAL3.18"	"GAL80.WT"	"GAL4.29"
"GAL3.18"	"GAL80.WT"	"GAL4.30"
"GAL3.18"	"GAL80.WT"	"GAL4.31"
"GAL3.18"	"GAL80.WT"	"GAL4.32"
"GAL3.18"	"GAL80.WT"	"GAL4.33"
"GAL3.18"	"GAL80.WT"	"GAL4.34"
"GAL3.18"	"GAL80.WT"	"GAL4.35"
"GAL3.18"	"GAL80.WT"	"GAL4.36"
"GAL3.18"	"GAL80.WT"	"GAL4.37"
"GAL3.18"	"GAL80.WT"	"GAL4.38"
"GAL3.18"	"GAL80.WT"	"GAL4.39"
"GAL3.18"	"GAL80.WT"	"GAL4.40"
"GAL3.18"	"GAL80.WT"	"GAL4.41"
"GAL3.18"	"GAL80.WT"	"GAL4.42"
"GAL3.18"	"GAL80.WT"	"GAL4.43"
"GAL3.18"	"GAL80.WT"	"GAL4.44"
"GAL3.18"	"GAL80.WT"	"GAL4.45"
"GAL3.18"	"GAL80.WT"	"GAL4.46"
"GAL3.18"	"GAL80.WT"	"GAL4.47"
"GAL3.18"	"GAL80.WT"	"GAL4.48"
"GAL3.19"	"GAL80.WT"	"GAL4.01"
"GAL3.19"	"GAL80.WT"	"GAL4.02"
"GAL3.19"	"GAL80.WT"	"GAL4.03"
"GAL3.19"	"GAL80.WT"	"GAL4.04"
"GAL3.19"	"GAL80.WT"	"GAL4.05"
"GAL3.19"	"GAL80.WT"	"GAL4.06"
"GAL3.19"	"GAL80.WT"	"GAL4.07"
"GAL3.19"	"GAL80.WT"	"GAL4.08"
"GAL3.19"	"GAL80.WT"	"GAL4.09"
"GAL3.19"	"GAL80.WT"	"GAL4.10"
"GAL3.19"	"GAL80.WT"	"GAL4.11"
"GAL3.19"	"GAL80.WT"	"GAL4.12"
"GAL3.19"	"GAL80.WT"	"GAL4.13"
"GAL3.19"	"GAL80.WT"	"GAL4.14"
"GAL3.19"	"GAL80.WT"	"GAL4.15"
"GAL3.19"	"GAL80.WT"	"GAL4.16"
"GAL3.19"	"GAL80.WT"	"GAL4.17"
"GAL3.19"	"GAL80.WT"	"GAL4.18"
"GAL3.19"	"GAL80.WT"	"GAL4.19"
"GAL3.19"	"GAL80.WT"	"GAL4.20"
"GAL3.19"	"GAL80.WT"	"GAL4.21"
"GAL3.19"	"GAL80.WT"	"GAL4.22"
"GAL3.19"	"GAL80.WT"	"GAL4.23"
"GAL3.19"	"GAL80.WT"	"GAL4.24"
"GAL3.19"	"GAL80.WT"	"GAL4.25"
"GAL3.19"	"GAL80.WT"	"GAL4.26"
"GAL3.19"	"GAL80.WT"	"GAL4.27"
"GAL3.19"	"GAL80.WT"	"GAL4.28"
"GAL3.19"	"GAL80.WT"	"GAL4.29"
"GAL3.19"	"GAL80.WT"	"GAL4.30"
"GAL3.19"	"GAL80.WT"	"GAL4.31"
"GAL3.19"	"GAL80.WT"	"GAL4.32"
"GAL3.19"	"GAL80.WT"	"GAL4.33"
"GAL3.19"	"GAL80.WT"	"GAL4.34"
"GAL3.19"	"GAL80.WT"	"GAL4.35"
"GAL3.19"	"GAL80.WT"	"GAL4.36"
"GAL3.19"	"GAL80.WT"	"GAL4.37"
"GAL3.19"	"GAL80.WT"	"GAL4.38"
"GAL3.19"	"GAL80.WT"	"GAL4.39"
"GAL3.19"	"GAL80.WT"	"GAL4.40"
"GAL3.19"	"GAL80.WT"	"GAL4.41"
"GAL3.19"	"GAL80.WT"	"GAL4.42"
"GAL3.19"	"GAL80.WT"	"GAL4.43"
"GAL3.19"	"GAL80.WT"	"GAL4.44"
"GAL3.19"	"GAL80.WT"	"GAL4.45"
"GAL3.19"	"GAL80.WT"	"GAL4.46"
"GAL3.19"	"GAL80.WT"	"GAL4.47"
"GAL3.19"	"GAL80.WT"	"GAL4.48"
"GAL3.20"	"GAL80.WT"	"GAL4.01"
"GAL3.20"	"GAL80.WT"	"GAL4.02"
"GAL3.20"	"GAL80.WT"	"GAL4.03"
"GAL3.20"	"GAL80.WT"	"GAL4.04"
"GAL3.20"	"GAL80.WT"	"GAL4.05"
"GAL3.20"	"GAL80.WT"	"GAL4.06"
"GAL3.20"	"GAL80.WT"	"GAL4.07"
"GAL3.20"	"GAL80.WT"	"GAL4.08"
"GAL3.20"	"GAL80.WT"	"GAL4.09"
"GAL3.20"	"GAL80.WT"	"GAL4.10"
"GAL3.20"	"GAL80.WT"	"GAL4.11"
"GAL3.20"	"GAL80.WT"	"GAL4.12"
"GAL3.20"	"GAL80.WT"	"GAL4.13"
"GAL3.20"	"GAL80.WT"	"GAL4.14"
"GAL3.20"	"GAL80.WT"	"GAL4.15"
"GAL3.20"	"GAL80.WT"	"GAL4.16"
"GAL3.20"	"GAL80.WT"	"GAL4.17"
"GAL3.20"	"GAL80.WT"	"GAL4.18"
"GAL3.20"	"GAL80.WT"	"GAL4.19"
"GAL3.20"	"GAL80.WT"	"GAL4.20"
"GAL3.20"	"GAL80.WT"	"GAL4.21"
"GAL3.20"	"GAL80.WT"	"GAL4.22"
"GAL3.20"	"GAL80.WT"	"GAL4.23"
"GAL3.20"	"GAL80.WT"	"GAL4.24"
"GAL3.20"	"GAL80.WT"	"GAL4.25"
"GAL3.20"	"GAL80.WT"	"GAL4.26"
"GAL3.20"	"GAL80.WT"	"GAL4.27"
"GAL3.20"	"GAL80.WT"	"GAL4.28"
"GAL3.20"	"GAL80.WT"	"GAL4.29"
"GAL3.20"	"GAL80.WT"	"GAL4.30"
"GAL3.20"	"GAL80.WT"	"GAL4.31"
"GAL3.20"	"GAL80.WT"	"GAL4.32"
"GAL3.20"	"GAL80.WT"	"GAL4.33"
"GAL3.20"	"GAL80.WT"	"GAL4.34"
"GAL3.20"	"GAL80.WT"	"GAL4.35"
"GAL3.20"	"GAL80.WT"	"GAL4.36"
"GAL3.20"	"GAL80.WT"	"GAL4.37"
"GAL3.20"	"GAL80.WT"	"GAL4.38"
"GAL3.20"	"GAL80.WT"	"GAL4.39"
"GAL3.20"	"GAL80.WT"	"GAL4.40"
"GAL3.20"	"GAL80.WT"	"GAL4.41"
"GAL3.20"	"GAL80.WT"	"GAL4.42"
"GAL3.20"	"GAL80.WT"	"GAL4.43"
"GAL3.20"	"GAL80.WT"	"GAL4.44"
"GAL3.20"	"GAL80.WT"	"GAL4.45"
"GAL3.20"	"GAL80.WT"	"GAL4.46"
"GAL3.20"	"GAL80.WT"	"GAL4.47"
"GAL3.20"	"GAL80.WT"	"GAL4.48"
"GAL3.21"	"GAL80.WT"	"GAL4.01"
"GAL3.21"	"GAL80.WT"	"GAL4.02"
"GAL3.21"	"GAL80.WT"	"GAL4.03"
"GAL3.21"	"GAL80.WT"	"GAL4.04"
"GAL3.21"	"GAL80.WT"	"GAL4.05"
"GAL3.21"	"GAL80.WT"	"GAL4.06"
"GAL3.21"	"GAL80.WT"	"GAL4.07"
"GAL3.21"	"GAL80.WT"	"GAL4.08"
"GAL3.21"	"GAL80.WT"	"GAL4.09"
"GAL3.21"	"GAL80.WT"	"GAL4.10"
"GAL3.21"	"GAL80.WT"	"GAL4.11"
"GAL3.21"	"GAL80.WT"	"GAL4.12"
"GAL3.21"	"GAL80.WT"	"GAL4.13"
"GAL3.21"	"GAL80.WT"	"GAL4.14"
"GAL3.21"	"GAL80.WT"	"GAL4.15"
"GAL3.21"	"GAL80.WT"	"GAL4.16"
"GAL3.21"	"GAL80.WT"	"GAL4.17"
"GAL3.21"	"GAL80.WT"	"GAL4.18"
"GAL3.21"	"GAL80.WT"	"GAL4.19"
"GAL3.21"	"GAL80.WT"	"GAL4.20"
"GAL3.21"	"GAL80.WT"	"GAL4.21"
"GAL3.21"	"GAL80.WT"	"GAL4.22"
"GAL3.21"	"GAL80.WT"	"GAL4.23"
"GAL3.21"	"GAL80.WT"	"GAL4.24"
"GAL3.21"	"GAL80.WT"	"GAL4.25"
"GAL3.21"	"GAL80.WT"	"GAL4.26"
"GAL3.21"	"GAL80.WT"	"GAL4.27"
"GAL3.21"	"GAL80.WT"	"GAL4.28"
"GAL3.21"	"GAL80.WT"	"GAL4.29"
"GAL3.21"	"GAL80.WT"	"GAL4.30"
"GAL3.21"	"GAL80.WT"	"GAL4.31"
"GAL3.21"	"GAL80.WT"	"GAL4.32"
"GAL3.21"	"GAL80.WT"	"GAL4.33"
"GAL3.21"	"GAL80.WT"	"GAL4.34"
"GAL3.21"	"GAL80.WT"	"GAL4.35"
"GAL3.21"	"GAL80.WT"	"GAL4.36"
"GAL3.21"	"GAL80.WT"	"GAL4.37"
"GAL3.21"	"GAL80.WT"	"GAL4.38"
"GAL3.21"	"GAL80.WT"	"GAL4.39"
"GAL3.21"	"GAL80.WT"	"GAL4.40"
"GAL3.21"	"GAL80.WT"	"GAL4.41"
"GAL3.21"	"GAL80.WT"	"GAL4.42"
"GAL3.21"	"GAL80.WT"	"GAL4.43"
"GAL3.21"	"GAL80.WT"	"GAL4.44"
"GAL3.21"	"GAL80.WT"	"GAL4.45"
"GAL3.21"	"GAL80.WT"	"GAL4.46"
"GAL3.21"	"GAL80.WT"	"GAL4.47"
"GAL3.21"	"GAL80.WT"	"GAL4.48"
"GAL3.22"	"GAL80.WT"	"GAL4.01"
"GAL3.22"	"GAL80.WT"	"GAL4.02"
