gal	glu	samp_id	plate	source.plate	r	c	rc	genotype.strain	genotype.plasmid	genotype.strain1	strain.arb	description	delta.GAL3	delta.GAL80	delta.GAL4	copies.GAL3.genome	copies.GAL80.genome	copies.GAL4.genome	tx.mix.arb	170918.prod1	170918.prod2	170918.prod3	170918.prod4	170918.prod5	170918.prod6	pRS415	vec.amplified	copies.GAL3.plasmid	copies.GAL80.plasmid	copies.GAL4.plasmid	total.copies.GAL3	total.copies.GAL80	total.copies.GAL4
0	1	170928-Plate_004.E10	Plate_004	Plate_074	E	10	E10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.E11	Plate_004	Plate_074	E	11	E11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.E12	Plate_004	Plate_074	E	12	E12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.F1	Plate_004	Plate_074	F	1	F1	AN606	GAL3 GAL4	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	0	2
0	1	170928-Plate_004.F2	Plate_004	Plate_074	F	2	F2	AN607	GAL3 GAL4	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	1	1	2
0	1	170928-Plate_004.F3	Plate_004	Plate_074	F	3	F3	AN608	GAL3 GAL4	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	1	1
0	1	170928-Plate_004.F4	Plate_004	Plate_074	F	4	F4	AN609	GAL3 GAL4	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	0	1
0	1	170928-Plate_004.F5	Plate_004	Plate_074	F	5	F5	AN610	GAL3 GAL4	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	1	1	1
0	1	170928-Plate_004.F6	Plate_004	Plate_074	F	6	F6	AN611	GAL3 GAL4	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	1	0	2
0	1	170928-Plate_004.F7	Plate_004	Plate_074	F	7	F7	AN612	GAL3 GAL4	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	1	0	1
0	1	170928-Plate_004.F8	Plate_004	Plate_074	F	8	F8	AN566	GAL3 GAL4	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	1	2
0	1	170928-Plate_004.F9	Plate_004	Plate_074	F	9	F9	KV447	GAL3 GAL4	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	1	2
0	1	170928-Plate_004.F10	Plate_004	Plate_074	F	10	F10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.F11	Plate_004	Plate_074	F	11	F11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.F12	Plate_004	Plate_074	F	12	F12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.G1	Plate_004	Plate_074	G	1	G1	AN606	GAL80 GAL4	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	1	1	2
0	1	170928-Plate_004.G2	Plate_004	Plate_074	G	2	G2	AN607	GAL80 GAL4	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	0	2	2
0	1	170928-Plate_004.G3	Plate_004	Plate_074	G	3	G3	AN608	GAL80 GAL4	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	1	2	1
0	1	170928-Plate_004.G4	Plate_004	Plate_074	G	4	G4	AN609	GAL80 GAL4	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	1	1	1
0	1	170928-Plate_004.G5	Plate_004	Plate_074	G	5	G5	AN610	GAL80 GAL4	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	0	2	1
0	1	170928-Plate_004.G6	Plate_004	Plate_074	G	6	G6	AN611	GAL80 GAL4	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	0	1	2
0	1	170928-Plate_004.G7	Plate_004	Plate_074	G	7	G7	AN612	GAL80 GAL4	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	0	1	1
0	1	170928-Plate_004.G8	Plate_004	Plate_074	G	8	G8	AN566	GAL80 GAL4	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	1	2	2
0	1	170928-Plate_004.G9	Plate_004	Plate_074	G	9	G9	KV447	GAL80 GAL4	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.7	0	1	1	0	1	0	0	1	0	1	1	1	2	2
0	1	170928-Plate_004.G10	Plate_004	Plate_074	G	10	G10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.G11	Plate_004	Plate_074	G	11	G11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.G12	Plate_004	Plate_074	G	12	G12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.H1	Plate_004	Plate_074	H	1	H1	AN606	GAL3 GAL80 GAL4	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	2	1	2
0	1	170928-Plate_004.H2	Plate_004	Plate_074	H	2	H2	AN607	GAL3 GAL80 GAL4	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	1	2	2
0	1	170928-Plate_004.H3	Plate_004	Plate_074	H	3	H3	AN608	GAL3 GAL80 GAL4	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	2	2	1
0	1	170928-Plate_004.H4	Plate_004	Plate_074	H	4	H4	AN609	GAL3 GAL80 GAL4	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	2	1	1
0	1	170928-Plate_004.H5	Plate_004	Plate_074	H	5	H5	AN610	GAL3 GAL80 GAL4	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	1	2	1
0	1	170928-Plate_004.H6	Plate_004	Plate_074	H	6	H6	AN611	GAL3 GAL80 GAL4	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	1	1	2
0	1	170928-Plate_004.H7	Plate_004	Plate_074	H	7	H7	AN612	GAL3 GAL80 GAL4	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	1	1	1
0	1	170928-Plate_004.H8	Plate_004	Plate_074	H	8	H8	AN566	GAL3 GAL80 GAL4	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	2	2	2
0	1	170928-Plate_004.H9	Plate_004	Plate_074	H	9	H9	KV447	GAL3 GAL80 GAL4	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.8	1	0	1	0	1	0	0	1	1	1	1	2	2	2
0	1	170928-Plate_004.H10	Plate_004	Plate_074	H	10	H10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.H11	Plate_004	Plate_074	H	11	H11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0	1	170928-Plate_004.H12	Plate_004	Plate_074	H	12	H12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.A1	Plate_005	Plate_075	A	1	A1	AN606	vector	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	1	0	1
1	1	170928-Plate_005.A2	Plate_005	Plate_075	A	2	A2	AN607	vector	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	0	1	1
1	1	170928-Plate_005.A3	Plate_005	Plate_075	A	3	A3	AN608	vector	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	1	1	0
1	1	170928-Plate_005.A4	Plate_005	Plate_075	A	4	A4	AN609	vector	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	1	0	0
1	1	170928-Plate_005.A5	Plate_005	Plate_075	A	5	A5	AN610	vector	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
1	1	170928-Plate_005.A6	Plate_005	Plate_075	A	6	A6	AN611	vector	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
1	1	170928-Plate_005.A7	Plate_005	Plate_075	A	7	A7	AN612	vector	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	1	170928-Plate_005.A8	Plate_005	Plate_075	A	8	A8	AN566	vector	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	1	1	1
1	1	170928-Plate_005.A9	Plate_005	Plate_075	A	9	A9	KV447	vector	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.1	0	0	0	0	0	0	1	0	0	0	0	1	1	1
1	1	170928-Plate_005.A10	Plate_005	Plate_075	A	10	A10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.A11	Plate_005	Plate_075	A	11	A11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.A12	Plate_005	Plate_075	A	12	A12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.B1	Plate_005	Plate_075	B	1	B1	AN606	GAL3	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	2	0	1
1	1	170928-Plate_005.B2	Plate_005	Plate_075	B	2	B2	AN607	GAL3	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	1	1	1
1	1	170928-Plate_005.B3	Plate_005	Plate_075	B	3	B3	AN608	GAL3	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	2	1	0
1	1	170928-Plate_005.B4	Plate_005	Plate_075	B	4	B4	AN609	GAL3	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	2	0	0
1	1	170928-Plate_005.B5	Plate_005	Plate_075	B	5	B5	AN610	GAL3	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	1	1	0
1	1	170928-Plate_005.B6	Plate_005	Plate_075	B	6	B6	AN611	GAL3	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	1	0	1
1	1	170928-Plate_005.B7	Plate_005	Plate_075	B	7	B7	AN612	GAL3	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	1	0	0
1	1	170928-Plate_005.B8	Plate_005	Plate_075	B	8	B8	AN566	GAL3	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	2	1	1
1	1	170928-Plate_005.B9	Plate_005	Plate_075	B	9	B9	KV447	GAL3	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.2	1	0	0	1	0	1	0	1	1	0	0	2	1	1
1	1	170928-Plate_005.B10	Plate_005	Plate_075	B	10	B10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.B11	Plate_005	Plate_075	B	11	B11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.B12	Plate_005	Plate_075	B	12	B12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.C1	Plate_005	Plate_075	C	1	C1	AN606	GAL80	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	1	1	1
1	1	170928-Plate_005.C2	Plate_005	Plate_075	C	2	C2	AN607	GAL80	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	0	2	1
1	1	170928-Plate_005.C3	Plate_005	Plate_075	C	3	C3	AN608	GAL80	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	1	2	0
1	1	170928-Plate_005.C4	Plate_005	Plate_075	C	4	C4	AN609	GAL80	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	1	1	0
1	1	170928-Plate_005.C5	Plate_005	Plate_075	C	5	C5	AN610	GAL80	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	0	2	0
1	1	170928-Plate_005.C6	Plate_005	Plate_075	C	6	C6	AN611	GAL80	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	0	1	1
1	1	170928-Plate_005.C7	Plate_005	Plate_075	C	7	C7	AN612	GAL80	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	0	1	0
1	1	170928-Plate_005.C8	Plate_005	Plate_075	C	8	C8	AN566	GAL80	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	1	2	1
1	1	170928-Plate_005.C9	Plate_005	Plate_075	C	9	C9	KV447	GAL80	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.3	0	1	1	0	0	1	0	1	0	1	0	1	2	1
1	1	170928-Plate_005.C10	Plate_005	Plate_075	C	10	C10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.C11	Plate_005	Plate_075	C	11	C11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.C12	Plate_005	Plate_075	C	12	C12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.D1	Plate_005	Plate_075	D	1	D1	AN606	GAL4	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	1	0	2
1	1	170928-Plate_005.D2	Plate_005	Plate_075	D	2	D2	AN607	GAL4	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	0	1	2
1	1	170928-Plate_005.D3	Plate_005	Plate_075	D	3	D3	AN608	GAL4	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	1	1	1
1	1	170928-Plate_005.D4	Plate_005	Plate_075	D	4	D4	AN609	GAL4	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	1	0	1
1	1	170928-Plate_005.D5	Plate_005	Plate_075	D	5	D5	AN610	GAL4	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	0	1	1
1	1	170928-Plate_005.D6	Plate_005	Plate_075	D	6	D6	AN611	GAL4	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	0	0	2
1	1	170928-Plate_005.D7	Plate_005	Plate_075	D	7	D7	AN612	GAL4	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	0	0	1
1	1	170928-Plate_005.D8	Plate_005	Plate_075	D	8	D8	AN566	GAL4	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	1	1	2
1	1	170928-Plate_005.D9	Plate_005	Plate_075	D	9	D9	KV447	GAL4	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.4	0	1	0	1	1	0	0	1	0	0	1	1	1	2
1	1	170928-Plate_005.D10	Plate_005	Plate_075	D	10	D10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.D11	Plate_005	Plate_075	D	11	D11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.D12	Plate_005	Plate_075	D	12	D12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.E1	Plate_005	Plate_075	E	1	E1	AN606	GAL3 GAL80	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	2	1	1
1	1	170928-Plate_005.E2	Plate_005	Plate_075	E	2	E2	AN607	GAL3 GAL80	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	1	2	1
1	1	170928-Plate_005.E3	Plate_005	Plate_075	E	3	E3	AN608	GAL3 GAL80	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	2	2	0
1	1	170928-Plate_005.E4	Plate_005	Plate_075	E	4	E4	AN609	GAL3 GAL80	GAL80.delta GAL4.delta	strain.4	AN606 (delta.GAL80.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	0	1	1	1	0	0	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	2	1	0
1	1	170928-Plate_005.E5	Plate_005	Plate_075	E	5	E5	AN610	GAL3 GAL80	GAL3.delta GAL4.delta	strain.5	AN607 (delta.GAL3.locus::HYG) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	0	1	0	1	0	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	1	2	0
1	1	170928-Plate_005.E6	Plate_005	Plate_075	E	6	E6	AN611	GAL3 GAL80	GAL3.delta GAL80.delta	strain.6	AN607 (delta.GAL3.locus::HYG) delta.GAL80.locus::NAT	1	1	0	0	0	1	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	1	1	1
1	1	170928-Plate_005.E7	Plate_005	Plate_075	E	7	E7	AN612	GAL3 GAL80	GAL3.delta GAL80.delta GAL4.delta	strain.7	AN611 (delta.GAL3.locus::HYG) (delta.GAL80.locus::NAT) delta.GAL4.locus::CaURA3 (from pAMN24 template)	1	1	1	0	0	0	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	1	1	0
1	1	170928-Plate_005.E8	Plate_005	Plate_075	E	8	E8	AN566	GAL3 GAL80	WT	strain.8	BY4741 + GAL1-YFP-KAN	0	0	0	1	1	1	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	2	2	1
1	1	170928-Plate_005.E9	Plate_005	Plate_075	E	9	E9	KV447	GAL3 GAL80	autofluorescent	Strain.9	BY4741	0	0	0	1	1	1	tx.mix.5	1	0	1	0	0	1	0	1	1	1	0	2	2	1
1	1	170928-Plate_005.E10	Plate_005	Plate_075	E	10	E10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.E11	Plate_005	Plate_075	E	11	E11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.E12	Plate_005	Plate_075	E	12	E12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1	1	170928-Plate_005.F1	Plate_005	Plate_075	F	1	F1	AN606	GAL3 GAL4	GAL80.delta	strain.1	AN566 delta.GAL80.locus::HYG	0	1	0	1	0	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	0	2
1	1	170928-Plate_005.F2	Plate_005	Plate_075	F	2	F2	AN607	GAL3 GAL4	GAL3.delta	strain.2	AN566 delta.GAL3.locus::HYG	1	0	0	0	1	1	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	1	1	2
1	1	170928-Plate_005.F3	Plate_005	Plate_075	F	3	F3	AN608	GAL3 GAL4	GAL4.delta	strain.3	AN566 delta.GAL4.locus::HYG	0	0	1	1	1	0	tx.mix.6	1	0	0	1	1	0	0	1	1	0	1	2	1	1
